"","Gender","Senior","Partner","Dependents","Tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","ChurnLabel","CLTV","AvgMonthlyLongDistanceCharges","TotalRevenue","AvgMonthlyGBDownload","n_addIT_services","haversine_dist","manhattan_dist","bearing_degree"
"6439","Male","No","Yes","Yes",51,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",84.2,4299.75,"No",4952,9.5,4744.57,51,2,177380.989953107,204601.258242926,-79.8881838435469
"6440","Male","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",106.1,7548.6,"No",4890,7.16,8040.73,24,4,132601.198701519,138925.196134641,-92.3408737544342
"6441","Male","No","No","No",65,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.75,1654.75,"No",5707,4.9,1931.51,0,0,123284.259871686,127023.014891409,-87.8143048796018
"6442","Male","No","No","Yes",70,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",64.95,4551.5,"No",5392,26.62,6394.03,19,3,147836.73216579,156237.304439892,-92.8468163312151
"6443","Male","No","Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.45,6227.5,"No",5641,31.15,8470.3,16,3,119421.32634629,152158.913385947,-70.5988616509222
"6444","Female","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,20.05,"No",5811,16.02,36.07,0,0,91558.5914655928,107960.494275339,-101.204139114376
"6445","Male","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.7,57.5,"No",2011,38.41,172.73,0,0,210768.259958049,272037.603715133,-68.9171187821098
"6446","Male","No","No","No",58,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.3,1474.35,"No",4477,48.78,4303.59,0,0,99311.4255678434,129952.165301416,-67.2778301164359
"6447","Male","Yes","Yes","No",33,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.6,3270.25,"No",3669,44.1,4725.55,22,1,186676.141917845,224797.032648221,-76.223130485156
"6448","Male","Yes","Yes","No",54,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74,3919.15,"No",4991,35.16,5817.79,5,0,97776.1478553178,117856.677107519,-76.3520582762951
"6449","Male","No","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Electronic check",99.4,7285.7,"No",6022,34.95,9802.1,48,1,133281.698774781,145207.2021789,-94.9404242293791
"6450","Female","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",107.45,7658.3,"No",4505,17.89,8946.38,19,4,132617.157862154,149982.373113147,-97.6771013361286
"6451","Female","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",83.6,5959.3,"No",4116,12.84,6883.78,22,3,183186.443875268,231533.267515316,-71.4014515648295
"6452","Male","Yes","Yes","No",54,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.05,5295.7,"No",4011,38.48,7413.62,13,1,187410.29185276,220644.953437111,-78.1904930694907
"6453","Female","No","Yes","No",59,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",80.1,4693.2,"No",4093,20.27,5889.13,13,2,162728.263603963,226926.512852173,-55.3052749635842
"6454","Male","No","No","No",54,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)",65.3,3512.9,"No",4556,18.74,4524.86,16,2,171853.781622952,232594.535800109,-62.0150286213921
"6455","Male","No","No","No",60,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Electronic check",89.55,5231.2,"No",5874,7.1,5657.2,10,1,129665.755610284,136346.408264905,-92.5836299998008
"6456","Female","No","Yes","No",60,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",60.8,3603.45,"No",5784,0,3603.45,69,3,121140.095646194,139880.558633525,-99.3583006587632
"6457","Male","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.5,217.45,"No",5203,6.97,238.36,14,0,92203.0915417582,121089.695757419,-113.065045809089
"6458","Female","No","Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",99.15,6875.35,"No",5031,45.35,10004.5,19,1,162942.074487955,212782.584798645,-67.4841375115515
"6459","Female","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.25,19.25,"No",2053,25.1,44.35,0,0,141604.047892175,193976.252374604,-59.6668328673942
"6460","Male","No","Yes","Yes",50,"No","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",39.45,2021.35,"No",6018,0,2021.35,23,1,233846.730081759,324909.486952258,-56.5288246140978
"6461","Female","No","No","No",56,"No","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",44.85,2564.95,"No",4021,0,2564.95,23,0,191666.898243195,264952.601124972,-57.7050513986959
"6462","Female","No","Yes","No",60,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",97.2,5611.75,"No",4905,32.5,7561.75,13,2,114917.646293307,121063.761231615,-92.7528165030777
"6463","Male","Yes","Yes","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",110.55,7610.1,"No",4887,8.3,8182.8,14,3,147582.272970933,200963.175940103,-60.8742919805249
"6464","Female","No","Yes","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.9,45.75,"No",3716,41.36,169.83,0,0,335598.321480989,477911.60508132,-42.0734603917807
"6465","Male","No","Yes","Yes",60,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",76.95,4543.95,"No",5053,27.2,6175.95,21,2,328194.330390402,467373.908645898,-42.3843474283292
"6466","Female","No","No","No",13,"No","No","DSL","No","No","Yes","Yes","No","No","Two year","No","Mailed check",35.4,450.4,"No",3239,0,550.4,13,2,251793.303290161,358106.825458987,-45.0958128131689
"6467","Male","No","Yes","Yes",62,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.45,1297.35,"No",5746,1.87,1413.29,0,0,268036.905351353,381346.106377983,-43.6866551839324
"6468","Female","No","No","No",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",96.75,4442.75,"No",3682,1.57,4513.4,30,2,341768.203165948,484560.327405648,-38.4791780599526
"6469","Female","No","No","No",25,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",54.2,1423.15,"No",4458,0,1423.15,29,2,330581.029926211,469639.060836765,-39.9028694470346
"6470","Male","No","No","No",44,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",100.1,4378.35,"No",4025,48.95,6532.15,59,2,331943.901046422,472006.790811024,-40.586128084083
"6471","Female","No","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.25,74.2,"No",5441,39.5,153.2,26,0,330183.464936261,466189.939575378,-36.6920113430505
"6472","Female","No","No","No",22,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.85,450.65,"No",3171,10.25,676.15,0,0,298567.310652475,425107.299702895,-43.8552808186965
"6473","Female","No","No","No",35,"No","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",33.45,1175.85,"No",2553,0,1205.85,12,2,407444.956854805,565482.970759356,-30.9302010840667
"6474","Female","No","Yes","Yes",29,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.2,558.8,"No",2784,34.44,1557.56,0,0,320335.134599548,455296.657626011,-48.0699620031117
"6475","Male","Yes","Yes","No",27,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Electronic check",85.9,2220.1,"No",5755,41.11,3330.07,14,2,333790.511999466,475645.777038028,-43.6546964932183
"6476","Male","No","No","Yes",54,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",61,3283.05,"No",5594,4.16,3507.69,59,3,316963.049016351,451501.279983141,-44.6536622601733
"6477","Male","No","No","No",57,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","Yes","Electronic check",86.9,4939.25,"No",6109,36.08,6995.81,26,0,414543.505852019,565831.553070625,-27.5179395121872
"6478","Male","No","No","No",62,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.4,4237.5,"No",6469,41.13,6787.56,12,4,295190.78147843,419493.229283437,-47.7686266050942
"6479","Female","No","Yes","Yes",15,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.35,335.95,"No",3205,46.64,1035.55,0,0,343731.410700308,479662.150125582,-32.7640527679054
"6480","Female","No","Yes","No",70,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.3,7188.5,"No",5583,5.46,7600.7,30,2,396918.638343299,553939.485724586,-32.3617401413872
"6481","Female","No","Yes","Yes",21,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.95,926.25,"No",3752,38.95,1744.2,17,0,308232.695701785,438060.367534746,-40.6737958321626
"6482","Female","No","No","Yes",23,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Electronic check",49.45,1119.35,"No",5237,25.85,1713.9,53,1,313447.984403688,444142.54760011,-38.5834532999771
"6483","Male","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.6,116.6,"No",4439,12.17,189.62,0,0,330430.801107335,470828.345031963,-44.7254990004216
"6484","Male","No","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.55,68.8,"No",5573,29.09,185.16,0,0,260040.21408293,368122.632477017,-38.8824831586756
"6485","Female","No","No","No",23,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.5,2341.55,"No",4861,18.12,2758.31,23,0,273249.894109419,388660.90326538,-46.1138881562825
"6486","Male","No","No","No",26,"No","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Credit card (automatic)",54.55,1362.85,"No",4296,0,1362.85,82,2,375817.636734229,528429.914150863,-34.7043510826935
"6487","Female","No","No","Yes",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,163.6,"No",2675,15.66,288.88,0,0,346546.456904077,477711.487329223,-29.8540160163293
"6488","Male","No","No","No",2,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.45,145.15,"No",2657,28.61,202.37,85,1,263234.657647344,374156.563592235,-46.8407637140931
"6489","Female","No","No","No",59,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",79.85,4786.1,"No",6041,1.94,4900.56,73,4,311567.595409148,435800.596533999,-33.6885007334038
"6490","Male","No","Yes","Yes",39,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",100,3835.55,"No",5434,17.29,4509.86,75,1,338725.402249026,482466.35211908,-42.2723824804697
"6491","Male","No","No","Yes",21,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,397,"No",2447,27.6,976.6,0,0,304624.387085514,433451.00857848,-46.5856319206777
"6492","Female","No","Yes","Yes",48,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.2,1027.25,"No",3828,18.64,1921.97,0,0,360339.289762727,490670.479141131,-27.3937499074371
"6493","Female","Yes","Yes","No",31,"No","No","DSL","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",50.4,1580.1,"No",2166,0,1580.1,21,3,282385.223931345,401914.068982717,-44.8495693837365
"6494","Female","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",113.35,7222.75,"No",4952,6.83,7679.87,19,4,359496.162982918,507576.952877984,-36.3502910198492
"6495","Male","No","Yes","Yes",46,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80,3769.7,"No",3315,5.52,4023.62,16,1,282973.1190085,402451.969824308,-46.6024515123425
"6496","Female","No","No","No",52,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.95,4233.95,"No",4924,38.71,6246.87,21,2,321789.735700315,451507.184211607,-34.5440401433999
"6497","Female","No","Yes","Yes",67,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.9,1680.25,"No",5847,17.43,2848.06,0,0,241259.35228826,339217.863492918,-52.9146398544078
"6498","Female","Yes","No","No",67,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.9,3725.5,"No",4826,48.43,6970.31,28,1,242660.246593295,343123.437059195,-50.4518585374519
"6499","Female","No","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",109.25,7707.7,"No",5044,29.78,9822.08,22,3,242086.657488291,344071.117403325,-42.689287497717
"6500","Male","No","No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",116.3,8309.55,"No",4644,2.88,8514.03,48,4,50973.1095397402,72161.204035319,44.170871852085
"6501","Female","No","No","No",32,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.9,601.55,"No",4374,15.53,1098.51,0,0,4282.92768164828,5101.06144664121,-77.6673583161584
"6502","Female","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.35,139.25,"No",3430,44.77,228.79,9,0,69773.7171741091,90293.0581174965,-68.7782855040188
"6503","Female","No","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.6,1888.25,"No",5063,11.18,2682.03,0,0,56575.7703122999,66384.4719367405,-78.8251359423165
"6504","Female","No","No","No",60,"No","No","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Electronic check",44.45,2773.9,"No",4928,0,2773.9,73,2,14995.6912442629,18899.4906535725,72.0198056420404
"6505","Female","Yes","No","No",55,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",100.15,5409.75,"No",5182,29.6,7037.75,3,1,22772.0664362431,31482.5267195162,57.317859641024
"6506","Female","No","No","No",6,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.85,401.3,"No",4220,27.69,567.44,9,0,30856.9718591443,35780.4998699159,-169.83825486953
"6507","Female","No","Yes","Yes",48,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",70.1,3238.4,"No",5476,4.45,3482,57,3,18324.9270354542,24694.4553945568,-117.251004239091
"6508","Male","No","Yes","Yes",63,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.25,1573.05,"No",6245,24.5,3116.55,0,0,17444.2994628814,21355.5688978859,-104.860027706183
"6509","Male","No","No","Yes",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",21.05,235.8,"No",4001,19.38,468.36,0,0,34283.5105266657,48136.0689164206,-128.280917933637
"6510","Male","Yes","Yes","No",54,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",24.95,1364.75,"No",4691,0,1364.75,4,0,20220.2370117929,28373.9687173459,52.3935623359143
"6511","Female","No","Yes","Yes",30,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",64.5,1985.15,"No",2215,36.74,3087.35,18,2,56727.8043270419,61739.0650536678,84.5243076772405
"6512","Female","No","No","No",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,4335.2,"No",3784,16.73,5004.4,14,2,16931.5510025719,19209.7985994139,8.36036494349771
"6513","Female","No","Yes","Yes",9,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",75.85,647.5,"No",4843,8.1,720.4,20,1,61798.9559455058,83102.3254442481,-63.1352995384576
"6514","Female","No","No","No",62,"No","No","DSL","No","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)",43.6,2748.7,"No",4507,0,2748.7,30,2,69000.4869646731,76418.2265245543,96.3071249223538
"6515","Male","No","No","No",28,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",91.25,2483.65,"No",2886,13.69,2866.97,12,2,31528.9164947213,39792.9541395168,71.8320685551989
"6516","Female","No","No","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.75,6367.2,"No",5150,29.53,8544.3,7,4,77252.118108824,109043.618474794,49.7626597029122
"6517","Female","No","No","No",46,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.4,4904.2,"No",4190,5.86,5173.76,82,3,40040.8298585284,54768.7456343614,149.365560341473
"6518","Female","No","Yes","No",23,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check",90.15,2044.95,"No",5110,22.17,2554.86,15,1,64184.7074361527,86772.09345156,62.1899703140683
"6519","Male","No","Yes","Yes",47,"No","No","DSL","Yes","No","Yes","Yes","No","No","One year","No","Electronic check",40.3,1794.8,"No",5040,0,1794.8,47,3,72896.762835586,100890.15656406,57.1523528539115
"6520","Male","No","Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.25,7173.15,"No",5795,31.4,9308.35,19,3,63774.1987045115,89204.381852791,53.9147543809845
"6521","Female","No","No","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",104,7039.05,"No",4741,12.54,7879.23,59,2,67036.2040995261,88692.036517028,-65.7323054505452
"6522","Female","No","No","No",14,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",69.65,921.4,"No",5351,37.01,1439.54,29,1,44047.2043909108,62202.4525723131,133.00605467558
"6523","Male","No","Yes","Yes",57,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.3,4018.35,"No",4133,49.95,6935.5,22,0,23327.4080803853,24676.2595573705,-176.558764250443
"6524","Female","No","Yes","Yes",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",100.9,5448.6,"No",6153,41.18,7713.5,18,1,54322.1658950581,74247.9713907344,120.08713395931
"6525","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.25,20.25,"No",4769,42.96,63.21,0,0,48775.6776670156,57351.8409506423,-168.631400359558
"6526","Male","No","No","No",23,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",96.9,2085.45,"No",3875,8.5,2280.95,6,2,40189.3735039192,56229.1891083685,-36.3154701213915
"6527","Male","No","Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.1,5135.15,"No",3142,48.69,7423.58,21,2,40771.6700180873,53318.9997902106,22.5560448436964
"6528","Male","No","No","No",38,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,730.1,"No",2907,22.23,1574.84,0,0,37433.3962043139,52906.2095995902,48.0941701121407
"6529","Female","Yes","No","No",2,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",56.55,118.25,"No",2069,31.74,181.73,25,1,42068.8057436393,50883.4885928735,-76.1658532882907
"6530","Male","No","Yes","No",15,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",68.6,1108.6,"No",3351,24.17,1561.15,10,0,44054.5594019298,62210.4801354119,41.002626988855
"6531","Female","No","No","No",26,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.05,1815.65,"No",5379,37.51,2790.91,30,0,24909.1845720287,32905.0513341151,-24.066530540363
"6532","Female","No","Yes","Yes",35,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.7,730.4,"No",5636,15.41,1269.75,0,0,13216.6301824108,18685.5409817125,43.1142921429191
"6533","Male","No","No","Yes",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.05,75.45,"No",2948,37.85,189,0,0,26871.9941169609,37822.2952449301,50.9590612171233
"6534","Male","No","Yes","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.4,4014.6,"No",2662,41.16,5743.32,11,2,40681.0075201549,57462.6202036955,41.3095720579384
"6535","Male","No","Yes","No",10,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",54.95,568.85,"No",3519,21.85,787.35,9,2,45953.2851844938,63401.4731642338,57.8883103633192
"6536","Female","No","Yes","No",61,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",93.7,5860.7,"No",4300,10.21,6483.51,69,3,76903.816334391,94533.3494406707,105.141845001951
"6537","Female","No","No","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,7279.35,"No",5502,48.82,10629.11,17,3,106343.242268542,110408.668200839,91.8601938392206
"6538","Male","No","No","No",10,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",98.9,1064.95,"No",4614,46.33,1528.25,26,2,62801.7350110297,77238.3773174398,74.5063145810966
"6539","Female","No","Yes","Yes",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.45,5886.85,"No",4480,12.96,6819.97,56,3,53338.7306721944,62841.1885803872,101.231008082976
"6540","Male","No","Yes","Yes",55,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",79.4,4238.45,"No",4162,13.45,4978.2,53,2,18560.1822058002,20479.4109694242,83.6863173701893
"6541","Female","No","No","No",7,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.8,418.3,"No",4080,8.29,476.33,21,2,11984.4561000964,14595.9711331951,14.4823147145808
"6542","Female","No","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.9,136.05,"No",2044,41.08,218.21,25,0,41156.1468894298,41967.7276560221,1.14000045943335
"6543","Female","No","No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,708.2,"No",5770,13.05,825.65,73,1,65303.6591074603,69455.0268923608,93.5365656268981
"6544","Male","No","No","Yes",27,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.85,788.55,"No",2682,2.65,860.1,0,0,31878.2361014909,45108.0362945335,44.0666214874528
"6545","Female","No","Yes","No",64,"Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",68.3,4378.8,"No",5425,23.29,5869.36,25,3,46342.8670340102,57337.0023665146,15.9797123314354
"6546","Male","No","No","No",70,"No","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",48.4,3442.8,"No",4483,0,3442.8,26,3,46043.6301882844,47626.6735422827,87.8438219602668
"6547","Male","Yes","No","No",67,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",105.05,7171.7,"No",4143,34.23,9465.11,11,3,78802.7022095168,81247.1974692891,87.9280751709402
"6548","Female","No","No","No",24,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.15,553,"No",3904,26.64,1192.36,0,0,47565.2700148706,49960.9675440054,-177.005905363017
"6549","Male","No","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.5,96.85,"No",5390,3.57,111.13,0,0,46649.8423858998,65242.9163144428,-126.611951567423
"6550","Male","No","Yes","Yes",44,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",92.95,4122.9,"No",5635,26.25,5277.9,25,1,49920.0102303696,64760.4974333811,-111.399342083722
"6551","Female","No","Yes","Yes",72,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",20.7,1482.3,"No",4528,6.9,1979.1,0,0,78189.9472882503,88717.7825249605,98.0887204752916
"6552","Male","No","No","No",66,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,1240.8,"No",5637,21.23,2641.98,0,0,10054.4843821446,13653.9300776108,-61.3156239143808
"6553","Male","Yes","Yes","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.35,6578.55,"No",4073,8.59,7136.9,7,2,35547.4861763724,47282.8837930916,-64.9326595819968
"6554","Male","No","No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"No",5272,30.63,50.18,0,0,93040.1998475146,131480.017084648,40.6020899535383
"6555","Male","No","Yes","Yes",38,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Electronic check",74.05,2802.3,"No",5975,31.45,3997.4,76,4,62272.38254091,88185.4258025985,44.4761433773039
"6556","Male","No","No","Yes",23,"No","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",40.1,857.75,"No",2327,0,857.75,26,3,73268.8044960659,89279.8266512576,75.3903499372591
"6557","Female","No","Yes","No",10,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,184.4,"No",3509,14.04,324.8,0,0,76079.3119128873,107706.500693289,42.8917718803633
"6558","Male","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",83.55,6093.3,"No",5940,21.21,7710.42,27,3,98759.2570995016,139851.751196152,42.4757674755794
"6559","Female","No","Yes","No",35,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",56.85,1861.1,"No",3102,20.79,2588.75,69,2,86378.3404349986,122089.032583165,40.8827776169443
"6560","Female","No","Yes","Yes",58,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.55,1079.65,"No",4125,43.52,3603.81,0,0,126513.647914274,152953.430930369,76.0064067276977
