"","Industry","ESG_Overall","Revenue","MarketCap","GrowthRate","WaterUsage","CarbonEmissions"
"2957","Manufacturing",49.2,533.4,1375.5,4.1,229879.3,172409.5
"2958","Manufacturing",48.5,574.5,995.7,7.7,250713.5,188035.1
"2959","Manufacturing",48.6,584,1045.9,1.7,252103.2,189077.4
"2960","Manufacturing",51.1,607.4,1132.3,4,255505.4,191629.1
"2961","Retail",58,1024.1,2845.4,-2.3,39063.6,78127.1
"2962","Retail",56.6,1039.1,3123.9,1.5,39227.2,78454.5
"2963","Retail",57.5,1059.2,2362.8,1.9,39582.5,79165
"2964","Retail",58.9,1051.2,2464,-0.8,39118.8,78237.6
"2965","Transportation",50.4,1100.8,476.2,7.5,95671.2,574026.9
"2966","Transportation",50.8,1314.6,453.5,19.4,112289.5,673737.2
"2967","Transportation",52.8,1374.6,2093.7,4.6,116108.9,696653.3
"2968","Transportation",54.2,1653.7,3255.9,20.3,136688,820128.1
"2969","Finance",66.4,14892.1,28903.3,9.2,105757.4,211514.8
"2970","Finance",66.7,13553,22402.6,-9,95303.3,190606.6
"2971","Finance",67.5,14639.7,26793.1,8,99402.8,198805.6
"2972","Finance",67.3,15533.8,41485.4,6.1,100887.5,201775
"2973","Transportation",64.8,3910.5,3028.9,15.4,405479.4,2432876.1
"2974","Transportation",65.9,3854.7,4780.5,-1.4,408849.7,2453098.1
"2975","Transportation",67.3,4167.3,1452.5,8.1,441751,2650505.8
"2976","Transportation",69.6,4228.7,3373.5,1.5,440129,2640774
"2977","Utilities",39.4,3074.3,7002.1,-7.3,1244142.2,1990627.5
"2978","Utilities",39.1,3376.8,4943.7,9.8,1383543.9,2213670.2
"2979","Utilities",39.9,4213,9260.5,24.8,1696665.6,2714664.9
"2980","Utilities",41.2,3808,7900.7,-9.6,1509179.7,2414687.5
"2981","Transportation",65.5,1319.6,1200.9,0.5,117073.5,702440.9
"2982","Transportation",66.9,1386,521.2,5,121030.4,726182.4
"2983","Transportation",66.4,1538.1,83.6,11,138027.3,828164
"2984","Transportation",68.2,1698.2,225.2,10.4,151131.7,906790.5
"2985","Manufacturing",46.1,1936.3,3063.2,14.5,843208.6,632406.5
"2986","Manufacturing",44.3,2062.1,2009,6.5,913664.9,685248.7
"2987","Manufacturing",45.4,1945.4,3355.5,-5.7,868775.6,651581.7
"2988","Manufacturing",44.3,1771.6,3164.8,-8.9,787618.1,590713.6
"2989","Healthcare",41.1,822.3,2769.2,-0.3,54414.8,54414.8
"2990","Healthcare",41.3,895.4,3701.1,8.9,57008.1,57008.1
"2991","Healthcare",42.9,906.2,1968.3,1.2,57284.3,57284.3
"2992","Healthcare",44,1035.8,3094.7,14.3,64208.8,64208.8
"2993","Retail",74.5,378.7,209.2,7,9684.5,19368.9
"2994","Retail",73.5,387.6,206,2.4,10079.8,20159.7
"2995","Retail",73.9,406.6,1880.9,4.9,10859.4,21718.7
"2996","Retail",76.3,475,1322,16.8,12449,24898
"2997","Finance",72.5,6316.1,23086.7,-8.8,39044.2,78088.4
"2998","Finance",74.4,6200.4,26235.4,-1.8,36806.2,73612.4
"2999","Finance",74.8,6341.4,21064.7,2.3,36840.5,73681.1
"3000","Finance",75.5,6425.2,22187,1.3,36704.5,73409.1
"3001","Transportation",46.2,187.9,928.6,-2.1,20649.2,123895.1
"3002","Transportation",47.6,195,348.5,3.8,21326.7,127960.4
"3003","Transportation",49.7,215.6,421.6,10.6,23437.1,140622.8
"3004","Transportation",48.5,223.8,411.9,3.8,24345.7,146074.1
"3005","Healthcare",55.6,12888,15801.8,-2.2,678837.2,678837.2
"3006","Healthcare",57.2,14543.1,4902.3,12.8,770966.1,770966.1
"3007","Healthcare",57.5,16478.4,22384.3,13.3,885440.9,885440.9
"3008","Healthcare",56.9,15349.4,8201.5,-6.9,834661.7,834661.7
"3009","Healthcare",80.6,1376.2,8786.2,2.7,97352.7,97352.7
"3010","Healthcare",81,1428.7,9761.6,3.8,100839,100839
"3011","Healthcare",82.5,1246.7,4457.4,-12.7,85456,85456
"3012","Healthcare",82.9,1327,6368.2,6.4,88230.1,88230.1
"3013","Transportation",53.9,1607.4,1443.1,15.6,135744.8,814469.1
"3014","Transportation",55,1860.7,2024.4,15.8,155818.4,934910.4
"3015","Transportation",55.6,2091.3,2720.1,12.4,175560.4,1053362.6
"3016","Transportation",56.4,2340.5,4312.7,11.9,194627.4,1167764.1
"3017","Finance",71.3,7088.7,2890.4,6.9,54389.6,108779.2
"3018","Finance",70.6,6870.3,3460.9,-3.1,53597.2,107194.4
"3019","Finance",70,7165.8,4103.2,4.3,55258.2,110516.3
"3020","Finance",70.3,7730,3216.7,7.9,58843.2,117686.3
"3021","Technology",74.8,14516,125656.2,4.4,272115.2,453525.3
"3022","Technology",75.4,16301.3,111498.4,12.3,306687.6,511146
"3023","Technology",75.3,17932,86264.3,10,337604.2,562673.7
"3024","Technology",73.4,18906.3,124839.8,5.4,366385.8,610643.1
"3025","Transportation",54.5,568.6,287.8,1.6,59684.2,358105.2
"3026","Transportation",56,544.7,2550.5,-4.2,56354.4,338126.2
"3027","Transportation",57.9,478.3,759.9,-12.2,48577,291461.9
"3028","Transportation",60.7,551.5,1030.7,15.3,53881.6,323289.5
"3029","Healthcare",45.7,24735.7,50676.4,-2.3,1618049.4,1618049.4
"3030","Healthcare",46.4,27688.8,64614.8,11.9,1807754.1,1807754.1
"3031","Healthcare",48.3,32062.6,43829.9,15.8,2051908.3,2051908.3
"3032","Healthcare",50.1,36695.2,59636.1,14.4,2317414.9,2317414.9
"3033","Energy",59.8,114683.1,107708,28.2,34865667.3,116218891.1
"3034","Energy",58.1,134141.9,667399.7,17,40854428.9,136181429.6
"3035","Energy",57,151162.4,559625.3,12.7,47088085.1,156960283.7
"3036","Energy",57.9,168988.9,398218.7,11.8,52231416.4,174104721.4
"3037","Manufacturing",77.6,2319.6,9707.4,2.5,736496.8,552372.6
"3038","Manufacturing",78.8,2297.3,4406.3,-1,720666.4,540499.8
"3039","Manufacturing",79.5,2372.3,5348.1,3.3,738980.7,554235.5
"3040","Manufacturing",80.3,2198.5,5685.1,-7.3,679806.3,509854.7
"3041","Technology",60.3,65581.2,272139.8,-4.9,998813.6,1664689.3
"3042","Technology",57.9,65248.1,182080.6,-0.5,1015509.1,1692515.2
"3043","Technology",58.6,71377.7,211430.5,9.4,1119068.9,1865114.9
"3044","Technology",58,79180.5,105795.3,10.9,1236573.7,2060956.2
"3045","Technology",76.2,11802.7,77806,3,177039.9,295066.5
"3046","Technology",77.4,12604.1,70529,6.8,189061.8,315103.1
"3047","Technology",76.2,13782.2,60482.8,9.3,206732.7,344554.5
"3048","Technology",75.3,14771.9,78860,7.2,225402,375670
"3049","Technology",59.9,2881,16760.7,15.2,49630.1,82716.8
"3050","Technology",59.9,2741,12635.2,-4.9,47195,78658.3
"3051","Technology",61.6,2686.2,18670,-2,46069.4,76782.3
"3052","Technology",62.2,2831.6,20995.7,5.4,47282.8,78804.6
"3053","Energy",59.1,29837.5,31105.9,26.1,7985595.4,26618651.4
"3054","Energy",60.4,37151.9,29928,24.5,9509768.3,31699227.8
"3055","Energy",63,49368.5,138989.7,32.9,12323615.9,41078719.5
"3056","Energy",63.7,62170.9,199393.2,25.9,15344238.7,51147462.4
"3057","Transportation",46.2,1178.7,618.8,9.2,127348,764088.2
"3058","Transportation",47.5,1226.3,878.8,4,129994.3,779965.9
"3059","Transportation",47.4,1360,555.2,10.9,145795.3,874771.6
"3060","Transportation",47.8,1440.4,1068.6,5.9,154871.8,929230.9
"3061","Finance",67.5,3331.1,8909,2.7,16939.3,33878.6
"3062","Finance",68.5,3310.2,8681.2,-0.6,16551,33102
"3063","Finance",69.6,3591.5,11912.9,8.5,18089.9,36179.8
"3064","Finance",69.2,4173.9,18634.9,16.2,21287.7,42575.4
"3065","Finance",54.7,18348.1,8495.7,26.8,119025.8,238051.6
"3066","Finance",56.6,21697.9,23311.6,18.3,133661.3,267322.5
"3067","Finance",57.1,22137.4,23570.4,2,135045.3,270090.7
"3068","Finance",56.2,22188.9,30443.2,0.2,138303,276606
"3069","Healthcare",35.7,6300.5,15702.1,26.1,555122.6,555122.6
"3070","Healthcare",36.1,7103.6,23467.7,12.7,642266.1,642266.1
"3071","Healthcare",36,8534.8,18168,20.1,793144.4,793144.4
"3072","Healthcare",36,10405.1,12241.5,21.9,972567,972567
"3073","Manufacturing",29.2,2050.1,8867.5,2.2,827212.4,620409.3
"3074","Manufacturing",30.3,2386.8,8060.8,16.4,946633,709974.8
"3075","Manufacturing",31,2272.4,3904.6,-4.8,904915.3,678686.5
"3076","Manufacturing",30.1,2204.1,7560.7,-3,883456.5,662592.4
"3077","Retail",44,1201.6,2509.9,4.9,55622.8,111245.7
"3078","Retail",44.8,1098.1,3144.3,-8.6,50541.4,101082.7
"3079","Retail",44.7,1041.7,3002.2,-5.1,48028.6,96057.2
"3080","Retail",43.8,1028.2,1688,-1.3,47073.1,94146.2
"3081","Transportation",31.6,323.4,1644.8,-10.3,33239.7,199438.4
"3082","Transportation",32,326.9,1016.8,1.1,33174.8,199048.8
"3083","Transportation",32.5,336.9,1125.4,3.1,34362.4,206174.5
"3084","Transportation",33.6,284.6,1399.3,-15.5,28868.1,173208.8
"3085","Transportation",39.2,961.6,526.6,-1.5,96434.6,578607.4
"3086","Transportation",40.7,973.7,2753.6,1.3,96355.4,578132.6
"3087","Transportation",42.5,983.2,192.5,1,96058.4,576350.2
"3088","Transportation",42.6,1055.4,205.4,7.3,104395.5,626373.1
"3089","Manufacturing",58.2,446.3,324.2,-2.8,190226.3,142669.7
"3090","Manufacturing",57.4,488.7,174.3,9.5,209281.5,156961.1
"3091","Manufacturing",56.6,496.3,94.6,1.6,208931.3,156698.5
"3092","Manufacturing",55.3,502.1,1314.6,1.2,209756.3,157317.2
"3093","Utilities",27.4,1021.2,727.5,-8.2,562776.9,900443
"3094","Utilities",27.4,1018.3,1044.5,-0.3,553513.6,885621.7
"3095","Utilities",29.9,918.6,381.4,-9.8,481398.5,770237.6
"3096","Utilities",30.7,898.2,353.1,-2.2,475437.2,760699.5
"3097","Manufacturing",56.2,425.9,632.3,20,160093.5,120070.1
"3098","Manufacturing",59,510.4,876.3,19.9,187082.8,140312.1
"3099","Manufacturing",60.2,523.8,1066.6,2.6,186946.9,140210.1
"3100","Manufacturing",61.7,514.8,1635.9,-1.7,185496.7,139122.5
"3101","Consumer Goods",44.4,1274.6,3252.8,-1.3,306362.4,245089.9
"3102","Consumer Goods",44.7,1104,1826,-13.4,265464.8,212371.8
"3103","Consumer Goods",46.2,1183.3,3978.4,7.2,277185.8,221748.7
"3104","Consumer Goods",46.8,1096,2254.1,-7.4,253205.9,202564.7
"3105","Utilities",45.3,2045.6,2353.6,2.1,841940,1347104.1
"3106","Utilities",45.8,2223.6,3223.1,8.7,894090.1,1430544.2
"3107","Utilities",46.8,2020.9,3549.5,-9.1,815105.7,1304169
"3108","Utilities",47.3,2069.6,3553.2,2.4,832462.9,1331940.7
"3109","Finance",77.5,1126.8,4790.5,-3.4,6757.8,13515.7
"3110","Finance",79.4,1148.8,3611.8,2,6782.9,13565.8
"3111","Finance",80.5,1164.8,3895.9,1.4,6627.4,13254.8
"3112","Finance",81.3,1223.4,3830.3,5,6709.1,13418.2
"3113","Retail",74.5,2112.4,424.3,7.6,83193.9,166387.9
"3114","Retail",75.2,2317.9,5339.5,9.7,92359.2,184718.3
"3115","Retail",75.4,2461,12192.6,6.2,98524.3,197048.5
"3116","Retail",74.7,2834.1,569,15.2,116971,233941.9
"3117","Transportation",32.3,501.1,1699.1,-2,47630.2,285781.1
"3118","Transportation",34,477.6,1505.8,-4.7,44472.1,266832.5
"3119","Transportation",35,460.8,941.7,-3.5,42357.4,254144.5
"3120","Transportation",38.2,451.6,672,-2,40883.5,245300.9
"3121","Technology",62.7,8305.7,41528.6,-2.9,124896.7,208161.1
"3122","Technology",62.7,8059.5,52910.5,-3,120892,201486.6
"3123","Technology",63,8261.9,64960.3,2.5,126122.8,210204.6
"3124","Technology",62.1,8059.4,59708.3,-2.5,120890.4,201484
"3125","Finance",59.8,10106.7,21682.5,5.9,50751,101502
"3126","Finance",61.2,11737.1,13005.2,16.1,58685.6,117371.3
"3127","Finance",61,13559.2,23720.8,15.5,67796.1,135592.3
"3128","Finance",60.4,13768.4,34017.3,1.5,68842,137684
"3129","Manufacturing",37.5,3855.9,6411.1,12,1721459.4,1291094.6
"3130","Manufacturing",38.7,4043.4,3945.7,4.9,1774381.8,1330786.4
"3131","Manufacturing",41.1,4860.5,4377.7,20.2,2092729.7,1569547.3
"3132","Manufacturing",44.2,5708.4,10714.6,17.4,2388481.4,1791361
"3133","Manufacturing",26,622.5,1137.1,17.1,260852.3,195639.2
"3134","Manufacturing",27.6,699.5,1801.9,12.4,287682.6,215762
"3135","Manufacturing",29.2,735.2,1019.1,5.1,302813.9,227110.4
"3136","Manufacturing",30.9,910.6,1544.2,23.9,366611.4,274958.6
"3137","Retail",48.1,847.6,1399.1,0.8,43986.2,87972.4
"3138","Retail",49.5,784.9,667.8,-7.4,40134.6,80269.3
"3139","Retail",50.3,690.2,769.7,-12.1,34587.3,69174.7
"3140","Retail",50.6,728.5,809.9,5.5,36199.1,72398.1
"3141","Energy",55.2,809.1,1963.7,-5.1,212621.5,708738.3
"3142","Energy",55.3,940.5,3514.6,16.2,242045.4,806818.1
"3143","Energy",57.2,965.3,2827.9,2.6,241244.2,804147.4
"3144","Energy",58.7,938.1,2553.9,-2.8,223963,746543.3
"3145","Utilities",48.2,772.8,1505.8,5.6,320779.2,513246.7
"3146","Utilities",48.7,783.1,973.5,1.3,328241.3,525186
"3147","Utilities",50,867.7,1123.7,10.8,353268.9,565230.3
"3148","Utilities",50.1,882.6,1629.6,1.7,358437.7,573500.3
"3149","Finance",75.7,3168,739.8,-14.7,15840.2,31680.5
"3150","Finance",76.1,3095.5,706.7,-2.3,15997.8,31995.5
"3151","Finance",77.1,3037.6,1910.7,-1.9,15332.5,30664.9
"3152","Finance",78.4,2848.3,1097.7,-6.2,14241.5,28483.1
"3153","Utilities",45.5,1483.8,1611,1.4,591215.7,945945
"3154","Utilities",45.8,1567.7,2412.4,5.7,613952.3,982323.6
"3155","Utilities",43.8,1668.8,2260.2,6.5,674617.5,1079388
"3156","Utilities",46.4,1933.8,1637.3,15.9,766180.5,1225888.8
"3157","Finance",60.5,9189.4,26160.9,1.2,53501.6,107003.2
"3158","Finance",59.6,8394.4,38903.8,-8.7,47874.9,95749.8
"3159","Finance",60.1,9172,20409,9.3,52191,104382.1
"3160","Finance",62.2,9388.8,33375.4,2.4,50973.8,101947.6
"3161","Retail",49,1973.8,3311.2,16.4,117084.1,234168.3
"3162","Retail",47.9,2148.6,5583.6,8.9,128109.6,256219.2
"3163","Retail",49.1,1951.8,3656.2,-9.2,115621.6,231243.2
"3164","Retail",50.6,2005.8,4274,2.8,116569.1,233138.3
"3165","Finance",54.6,2052.8,7547.9,18.4,13667.7,27335.4
"3166","Finance",55.3,2144.1,7574.5,4.5,13823.8,27647.6
"3167","Finance",58.4,2385.3,5020.5,11.2,14461.3,28922.5
"3168","Finance",58.1,2691.9,5236.2,12.9,16434.7,32869.4
"3169","Manufacturing",39.1,1286,2746.9,-2.6,543849.9,407887.4
"3170","Manufacturing",41.3,1189.1,2790.9,-7.5,500645.9,375484.4
"3171","Manufacturing",44.4,1317.5,1832.1,10.8,543670.3,407752.7
"3172","Manufacturing",46.1,1317.7,3515.9,0,532198.9,399149.1
"3173","Technology",76.7,11029.5,79404.7,10.9,186973.3,311622.2
"3174","Technology",78.3,12131.9,90326.3,10,192625.6,321042.6
"3175","Technology",78.4,12593.4,58993.3,3.8,198545.6,330909.3
"3176","Technology",78.8,13767,59934.9,9.3,219922.4,366537.3
"3177","Technology",76.4,43312.5,55262.9,6.5,695768.8,1159614.7
"3178","Technology",79.1,45161.5,95297.8,4.3,689097.5,1148495.9
"3179","Technology",80.2,44840.3,174621.1,-0.7,691409.3,1152348.9
"3180","Technology",78.5,48165.3,70102.2,7.4,736920.9,1228201.5
"3181","Healthcare",74.1,9669.3,21373.5,0.6,674007,674007
"3182","Healthcare",74.1,10813.2,29297,11.8,748788.6,748788.6
"3183","Healthcare",73.7,12393.4,33160.8,14.6,859925.4,859925.4
"3184","Healthcare",76.2,12278.1,27298,-0.9,814958,814958
"3185","Manufacturing",68.5,1407.1,1642.2,5.8,436300.1,327225.1
"3186","Manufacturing",68.1,1267.1,2668.3,-9.9,395780.6,296835.5
"3187","Manufacturing",70.4,1338.3,1723.5,5.6,403450.8,302588.1
"3188","Manufacturing",71.8,1185.3,2593.5,-11.4,355984.1,266988.1
"3189","Transportation",57.9,199.9,135,10.9,18807.9,112847.5
"3190","Transportation",56.7,212,131.7,6.1,19778.6,118671.4
"3191","Transportation",57.8,216.6,59,2.1,19914.9,119489.4
"3192","Transportation",59.2,237.4,35,9.6,21562.9,129377.2
"3193","Consumer Goods",75,4118.6,2818.9,3.3,788080.6,630464.4
"3194","Consumer Goods",74.7,4551.2,1065.8,10.5,857896.6,686317.3
"3195","Consumer Goods",74,4607.8,912.7,1.2,868487.1,694789.7
"3196","Consumer Goods",76.2,4349.1,1788,-5.6,801467.3,641173.9
"3197","Transportation",41.5,3180.9,8814.1,12.6,363912.2,2183473.2
"3198","Transportation",44.3,3238.6,8457.8,1.8,364299.4,2185796.6
"3199","Transportation",45.8,3190.3,8209.9,-1.5,354110.8,2124664.8
"3200","Transportation",44.9,3081.5,8802.6,-3.4,344510.2,2067061.3
"3201","Finance",51.3,9319.2,15999.5,0,46595.9,93191.7
"3202","Finance",50.7,9151.5,8646.2,-1.8,45757.6,91515.2
"3203","Finance",50.6,10700.3,9139.6,16.9,53501.6,107003.1
"3204","Finance",50.5,11988.7,11955.7,12,63174,126348.1
"3205","Consumer Goods",72.9,2300.3,1862.6,-0.1,528542.8,422834.2
"3206","Consumer Goods",73,2745,1186.9,19.3,626648.3,501318.6
"3207","Consumer Goods",75.2,3204.6,2736.2,16.7,712525,570020
"3208","Consumer Goods",74.8,3595.3,3647.7,12.2,773002.3,618401.8
"3209","Consumer Goods",29.1,1616.8,2334.7,9.1,342194.7,273755.7
"3210","Consumer Goods",29.2,1868.1,5399.2,15.5,393135.1,314508.1
"3211","Consumer Goods",27,1976.7,6367,5.8,414180.9,331344.7
"3212","Consumer Goods",28.4,1873.5,4676.4,-5.2,385333,308266.4
"3213","Energy",69.6,8257.8,52704,12.6,2191882.2,7306273.9
"3214","Energy",71.3,8842.2,52945.3,7.1,2345881,7819603.2
"3215","Energy",71.8,8834.1,49350.7,-0.1,2345631.1,7818770.4
"3216","Energy",74.3,8288.1,32584.8,-6.2,2188587.7,7295292.4
"3217","Healthcare",56,929.2,541.4,4.7,49382.7,49382.7
"3218","Healthcare",59.3,827.7,352.4,-10.9,41394.6,41394.6
"3219","Healthcare",60.5,782,507.7,-5.5,39663.8,39663.8
"3220","Healthcare",60.5,822.8,261.7,5.2,41140.6,41140.6
"3221","Finance",80.3,708.3,715.2,-5.2,3544,7088
"3222","Finance",80.6,671.6,528.8,-5.2,3358,6716
"3223","Finance",82,684.1,454,1.9,3420.6,6841.2
"3224","Finance",80.4,640.4,330.3,-6.4,3258.2,6516.3
"3225","Transportation",63.6,1033.3,1047.9,5.5,108582.4,651494.3
"3226","Transportation",61.9,1090.9,1204.7,5.6,113685.2,682111.3
"3227","Transportation",63.6,1101.5,1141.5,1,113232.6,679395.4
"3228","Transportation",65.3,1169.9,1304.6,6.2,117788.9,706733.7
"3229","Technology",71.8,7856.4,40850.6,14.3,135900.2,226500.4
"3230","Technology",73.2,8874.6,35341.3,13,152078.1,253463.4
"3231","Technology",73.4,11296.1,55718.5,27.3,198962.6,331604.3
"3232","Technology",73.6,12974.1,102146.7,14.9,225382.6,375637.7
"3233","Utilities",54.4,541.8,1361.4,-3,213598.3,341757.3
"3234","Utilities",55.3,592.7,907.5,9.4,230332.5,368531.9
"3235","Utilities",55.9,608.7,900.7,2.7,233494.5,373591.2
"3236","Utilities",56.7,591.4,1484,-2.8,222351.2,355761.9
"3237","Healthcare",31.8,4173.4,12234.5,1.8,320422.6,320422.6
"3238","Healthcare",33.9,3919.4,15940.6,-6.1,294803.7,294803.7
"3239","Healthcare",34.1,4200.8,17252.5,7.2,300323.5,300323.5
"3240","Healthcare",34.2,4636.3,20993.7,10.4,328542.4,328542.4
"3241","Finance",54.8,31048.2,112022.6,-5.8,224957.5,449915
"3242","Finance",56.2,34886.6,126640.8,12.4,250252.3,500504.7
"3243","Finance",58.1,35015.3,151424.3,0.4,242460.2,484920.5
"3244","Finance",59.6,34940.7,89226.3,-0.2,234453.5,468907.1
"3245","Manufacturing",44,540.9,713.5,-2.7,243326.2,182494.6
"3246","Manufacturing",43,542,689.9,0.2,244851.6,183638.7
"3247","Manufacturing",43.6,498.9,1643,-7.9,218552.5,163914.4
"3248","Manufacturing",45.2,522.2,1642.7,4.7,221179,165884.3
"3249","Finance",76.4,2507.5,8387.7,4.6,12537.4,25074.8
"3250","Finance",78.7,2657.5,7492.6,6,13287.6,26575.2
"3251","Finance",78.5,3053.1,7728.7,14.9,15265.5,30530.9
"3252","Finance",78.8,3760.6,6067.9,23.2,19369.1,38738.2
"3253","Consumer Goods",63.2,1221,2565.9,11.9,261580.8,209264.6
"3254","Consumer Goods",65.9,1382.6,1905.8,13.2,291248.7,232999
"3255","Consumer Goods",66.1,1553.3,5472.4,12.4,324488.5,259590.8
"3256","Consumer Goods",67.6,1967,7120.2,26.6,399658.7,319727
"3257","Technology",58.5,16463.9,45005.4,3.6,274908.9,458181.5
"3258","Technology",58.6,19546.6,44841.4,18.7,318330.4,530550.6
"3259","Technology",59.1,21124.8,96969.4,8.1,331862.9,553104.9
"3260","Technology",59.2,23043.7,76421,9.1,353659.8,589433
"3261","Manufacturing",24.3,3880.3,1762.4,4.4,1368655.7,1026491.7
"3262","Manufacturing",24.4,4608.7,132.9,18.8,1613399.3,1210049.5
"3263","Manufacturing",25.7,4741.6,6074.6,2.9,1603287.7,1202465.8
"3264","Manufacturing",25.1,5486,5894.6,15.7,1898376.6,1423782.5
"3265","Energy",56.9,14436.3,46988.8,4,4410433.6,14701445.5
"3266","Energy",57.2,17324.3,37178.1,20,5282067,17606890.1
"3267","Energy",56.1,20947.5,79752.6,20.9,6382426.6,21274755.4
"3268","Energy",55.1,25950.8,116869.6,23.9,8136873.6,27122911.9
"3269","Consumer Goods",48.6,685.5,1109.9,-4.6,142642.8,114114.2
"3270","Consumer Goods",50.3,663.9,998.7,-3.2,135716,108572.8
"3271","Consumer Goods",51.6,634.2,774.5,-4.5,124998,99998.4
"3272","Consumer Goods",53.5,622.6,681.9,-1.8,119786,95828.8
"3273","Finance",65.8,2310.5,3081.4,0.1,13420.2,26840.5
"3274","Finance",65.6,2477.8,3051.5,7.2,14911.7,29823.4
"3275","Finance",65.8,2906.8,3796.5,17.3,17015.9,34031.8
"3276","Finance",66.5,2919.5,5047,0.4,16854.3,33708.7
"3277","Energy",55.9,1334.4,1038.2,11.6,394750.9,1315836.4
"3278","Energy",57.3,1411.9,6671.5,5.8,407462.2,1358207.3
"3279","Energy",57.7,1664.2,3490.5,17.9,483876.8,1612922.5
"3280","Energy",57,2098.4,2130.9,26.1,610996.5,2036654.8
"3281","Manufacturing",35.2,1356.2,2822.4,-4.9,471150.8,353363.1
"3282","Manufacturing",37.3,1380,1397.4,1.8,462725.6,347044.2
"3283","Manufacturing",37.8,1330.5,2054.6,-3.6,440601.9,330451.4
"3284","Manufacturing",38.5,1389.8,4286,4.5,453186.4,339889.8
"3285","Finance",57.6,864.5,1373.5,1.8,7405.8,14811.6
"3286","Finance",58.1,1034.4,3252.8,19.6,8704.4,17408.8
"3287","Finance",58.4,1023,2150.1,-1.1,8481.4,16962.9
"3288","Finance",59.5,1073.9,2168.6,5,8903.1,17806.1
"3289","Retail",74.4,1686.1,1644.6,11.8,61860.6,123721.2
"3290","Retail",74,1794.4,2126.7,6.4,64911.4,129822.8
"3291","Retail",73.8,1689.2,1506.5,-5.9,60181,120361.9
"3292","Retail",75.5,1722.7,1885.5,2,58319.3,116638.6
"3293","Transportation",52.1,674.9,2054.5,17.5,72058,432348
"3294","Transportation",52.9,738.9,1810.5,9.5,78802.1,472812.3
"3295","Transportation",53.3,771.5,2066.4,4.4,80886.7,485320.1
"3296","Transportation",55.3,797.5,1143,3.4,83085.9,498515.5
"3297","Utilities",67.8,843.7,33.1,-6.3,302619,484190.5
"3298","Utilities",69.1,975.9,362.2,15.7,340968.3,545549.3
"3299","Utilities",70.8,1046.4,289.2,7.2,350739.9,561183.8
"3300","Utilities",69.3,1241.9,161.3,18.7,423876,678201.6
"3301","Transportation",61.1,651.1,2307.9,-2.2,64202.7,385216.1
"3302","Transportation",63.9,711.5,2874,9.3,68823.8,412942.6
"3303","Transportation",64.9,719.7,1280.5,1.1,69893,419357.9
"3304","Transportation",65.2,715.1,1444.8,-0.6,67423.8,404542.5
"3305","Retail",40.5,2674.8,8977.6,10.1,105002.3,210004.7
"3306","Retail",41.7,2692.5,3767.2,0.7,104338.8,208677.6
"3307","Retail",43.4,2994.5,5322.8,11.2,113928.8,227857.6
"3308","Retail",44.3,3143.5,6858.4,5,116089.4,232178.7
"3309","Technology",87.3,15156.3,54168.9,17.9,235845.2,393075.3
"3310","Technology",87.4,17463.2,78900.1,15.2,270365.6,450609.3
"3311","Technology",89.6,21038.7,113490.6,20.5,315580.6,525967.6
"3312","Technology",90.5,24884.9,234060.3,18.3,374767,624611.7
"3313","Manufacturing",45.8,2756.6,1191,6.9,1060883,795662.3
"3314","Manufacturing",48.5,3007.2,2155.6,9.1,1097428.2,823071.1
"3315","Manufacturing",50.3,3150.3,2409.6,4.8,1152208,864156
"3316","Manufacturing",52.9,3138.4,4107.1,-0.4,1146746,860059.5
"3317","Manufacturing",59,3712.1,13170.2,-6.1,1129461.1,847095.8
"3318","Manufacturing",59.7,3710,6517.7,-0.1,1113031.6,834773.7
"3319","Manufacturing",59.3,3652.8,9279.1,-1.5,1070150.3,802612.7
"3320","Manufacturing",60.6,3772.6,11732.5,3.3,1115060.8,836295.6
"3321","Manufacturing",79,2382.1,3377.5,-1.4,566277.9,424708.5
"3322","Manufacturing",78.8,2442,5673.4,2.5,572581.1,429435.8
"3323","Manufacturing",80.5,2500.3,5073,2.4,585120.9,438840.7
"3324","Manufacturing",79.9,2463,3972.4,-1.5,583632.2,437724.1
"3325","Consumer Goods",39.3,1097.2,1381.4,-1,247053.7,197642.9
"3326","Consumer Goods",39.3,1206.9,1624.4,10,263909.6,211127.7
"3327","Consumer Goods",40.6,1282.8,1962.6,6.3,278965,223172
"3328","Consumer Goods",41.5,1234,2444.8,-3.8,262033.8,209627
"3329","Consumer Goods",60.5,909.2,2169.3,16.3,187693.8,150155
"3330","Consumer Goods",60.5,1073.6,1577.4,18.1,220429.7,176343.8
"3331","Consumer Goods",60.7,1216.6,1456,13.3,240636.3,192509
"3332","Consumer Goods",61.8,1305.6,1891.5,7.3,244425.8,195540.7
"3333","Technology",85.9,15517.6,36014.6,11.4,232763.6,387939.4
"3334","Technology",88.2,17701.1,58846.9,14.1,265516.6,442527.7
"3335","Technology",86,16947.4,43227.4,-4.3,266409.5,444015.8
"3336","Technology",87.7,19224.2,46957.7,13.4,288363.2,480605.3
"3337","Healthcare",33.9,4207.1,17688.8,6.8,343532.9,343532.9
"3338","Healthcare",34,4499.2,13767.8,6.9,367476.7,367476.7
"3339","Healthcare",35.1,5516,24418.3,22.6,437958.1,437958.1
"3340","Healthcare",36.1,5191.5,30706.1,-5.9,415114.2,415114.2
"3341","Retail",66,375.4,850.8,-8.2,13096.1,26192.2
